ky,energy,edge_weight,ZA_expect,ZB_expect
-2.373647782712287935e+00,6.436475020548072523e-01,9.996834419806274186e-01,1.000000000000000444e+00,1.000000000000000444e+00
-2.373647782712287935e+00,6.980836930638655291e-01,9.995157690697049624e-01,1.000000000000001110e+00,-1.000000000000001110e+00
-2.373647782712287935e+00,7.713047460497597374e-01,9.989872302746714006e-01,-9.999999999999995559e-01,9.999999999999995559e-01
-2.338741197672401739e+00,-7.684831457295786539e-01,9.986481718024335930e-01,9.999999999999997780e-01,-9.999999999999997780e-01
-2.338741197672401739e+00,-7.684831457295517865e-01,9.986481718016342324e-01,-9.999999999999991118e-01,9.999999999999991118e-01
-2.338741197672401739e+00,-7.246382764398744403e-01,9.991089782892820237e-01,-1.000000000000000666e+00,-1.000000000000000666e+00
-2.338741197672401739e+00,-5.962753837035114080e-01,9.996920170684735485e-01,9.999999999999996669e-01,9.999999999999996669e-01
-2.338741197672401739e+00,6.691442787574928275e-01,9.994828653489844505e-01,-9.999999999999991118e-01,-9.999999999999991118e-01
-2.338741197672401739e+00,6.691442787574929385e-01,9.994828653489967740e-01,9.999999999999994449e-01,9.999999999999994449e-01
-2.338741197672401739e+00,7.229840795932290787e-01,9.991946956208345165e-01,9.999999999999996669e-01,-9.999999999999996669e-01
-2.338741197672401739e+00,7.949240422614171075e-01,9.982658229255958471e-01,-9.999999999999995559e-01,9.999999999999995559e-01
-2.303834612632514656e+00,-7.911544649122425055e-01,9.977764255672033622e-01,1.000000000000000444e+00,-1.000000000000000444e+00
-2.303834612632514656e+00,-7.911544649120236805e-01,9.977764255603481791e-01,-9.999999999999997780e-01,9.999999999999997780e-01
-2.303834612632514656e+00,-7.480220024018646718e-01,9.985590602423156659e-01,-9.999999999999993339e-01,-9.999999999999993339e-01
-2.303834612632514656e+00,-6.216223010438099994e-01,9.995180347712926405e-01,1.000000000000000444e+00,1.000000000000000444e+00
-2.303834612632514656e+00,6.938616020239284365e-01,9.991746596014603465e-01,-1.000000000000000888e+00,-1.000000000000000888e+00
-2.303834612632514656e+00,6.938616020239317672e-01,9.991746596015498305e-01,9.999999999999988898e-01,9.999999999999988898e-01
-2.303834612632514656e+00,7.470269741840498412e-01,9.986913782776346560e-01,1.000000000000000888e+00,-1.000000000000000888e+00
-2.303834612632514656e+00,8.175164315142753324e-01,9.970987822806279821e-01,-9.999999999999994449e-01,9.999999999999994449e-01
-2.268928027592628460e+00,-8.127883785760889879e-01,9.964255678217233125e-01,1.000000000000000222e+00,-1.000000000000000222e+00
-2.268928027592628460e+00,-8.127883785744978162e-01,9.964255677690421198e-01,-1.000000000000000222e+00,1.000000000000000222e+00
-2.268928027592628460e+00,-7.704633451880325001e-01,9.977231637347184767e-01,-9.999999999999995559e-01,-9.999999999999995559e-01
-2.268928027592628460e+00,-6.462393208521129973e-01,9.992616332297797888e-01,1.000000000000000222e+00,1.000000000000000222e+00
-2.268928027592628460e+00,7.177755881392178239e-01,9.987106991803689215e-01,-9.999999999999995559e-01,-9.999999999999995559e-01
-2.268928027592628460e+00,7.177755881392424708e-01,9.987106991809975298e-01,9.999999999999983347e-01,9.999999999999983347e-01
-2.268928027592628460e+00,7.701816810623276499e-01,9.979180228346801185e-01,9.999999999999996669e-01,-9.999999999999996669e-01
-2.268928027592628460e+00,8.390369731366240647e-01,9.952478594030577108e-01,-9.999999999999993339e-01,9.999999999999993339e-01
-2.234021442552741821e+00,-8.333515106294773211e-01,9.943755515364652853e-01,9.999999999999993339e-01,-9.999999999999993339e-01
-2.234021442552741821e+00,-8.333515106190330091e-01,9.943755511718503914e-01,-9.999999999999990008e-01,9.999999999999990008e-01
-2.234021442552741821e+00,-7.919365511707674443e-01,9.964795385753331125e-01,-9.999999999999981126e-01,-9.999999999999981126e-01
-2.234021442552741821e+00,-6.701088978463486390e-01,9.988908476641795708e-01,1.000000000000000000e+00,1.000000000000000000e+00
